Data da opinião,Nota,Título,Conteúdo
dez. de 2020,5,Natal Luz Gramado.,"Eu e meu marido nos hospedamos no hotel em dezembro deste ano pela 1ª vez e ficamos muito satisfeitos com o atendimento e as instalações.  Excelente custo-benefício.  Uma equipe super atenciosa: Juliana, Fabiana, Matheus, entre tantos outros...  Infelizmente perdemos um amigo muito querido pela Covid na nossa cidade, enquanto estávamos em Gramado, e a equipe não mediu esforços para nos acolher e atender à todas as nossas necessidades.  Pretendemos voltar à cidade no inverno e, com certeza nos hospedaremos mais uma vez nos Hotéis Fioreze."
dez. de 2020,5,Acolhimento fantástico,"Um dia melhores hotéis que já me hospedei, o atendimento e cuidado com a minha família foi fantástica.o.cuidado e carinho que tiveram com meu filho é algo fora de série. Eu e minha esposa com certeza voltaremos."
dez. de 2020,5,Melhor escolha,"Tudo de bom, perto de tudo(da pra ir pé). Pessoal nota 10, muito atenciosos. Cafe da manhã completo. Tudo bem decorado e bem arrumado, não achei uma falha no hotel. Quando voltar a gramados Virei no mesmo hotel 👏🏿👏🏿"
dez. de 2020,5,Natal em Gramado,"Hotel maravilhoso, quartos confortáveis, pessoal muito atento e solicito.  A localização é excelente, bem ao lado da rua principal, da pra fazer quase tudo a pé.  Um local especial para se passar natal !"
dez. de 2020,5,Hotel maravilhoso,"Já estive em hotéis em Gramado e em outras cidades e estados, mas o atendimento, cordialidade, carinho dos funcionários (todos) desde a hora que você chega e é recepcionado, até a hora que levam suas malas na saída é indescritível e não vi em nenhum lugar. Ficaria muito tempo aqui enumerando a maravilha que foi a estadia para nós, então só me resta agradecer muito e parabenizar essa equipe maravilhosa, porque acho que é muito mais do que eles são orientados a fazer, e muito carinho e dedicação com os hóspedes. MUITO OBRIGADO"
dez. de 2020,5,Excelente hotel,"Excelente em todos os sentidos.  Atendimento nota 10.  Tudo limpo e organizado.  Café da manhã com muita variedade. Tem até opções sem glúten e sem lactose.  Funcionários educados, atenciosos e receptivos.    Voltaria mil vezes."
dez. de 2020,5,Hotel Fioreze Centro,"O hotel é maravilhoso! Atendimento, carisma, educação, todos muito receptivos! Café da manhã excelente! Ótimos quartos, localização maravilhosa também !! O hotel fica bem próximo a vários pontos turísticos! Com certeza, retornaremos mais vezes."
dez. de 2020,5,Férias,"Excelente atendimento, pouco se visto em hotéis do Brasil... os colaboradores são de uma excelente educação, os cuidados em cada ambiente a limpeza o aroma e as informações bem claras... Parabéns a toda equipe."
dez. de 2020,4,Ambiente acolhedor,"Gostamos muito da localização, ficamos próximo a rua principal da cidade, os atendentes sempre solícitos, café da manhã muito bom, poderia ter mais opções de comida de sal, é um pouco carente, tirando isso tudo perfeito."
dez. de 2020,5,Férias em Gramado,"Hotel MARAVILHOSO!  Equipe educada, acolhedora, atenciosa, prestativo e solícita.  Quartos confortáveis, higiene perfeita, café da manhã delicioso e com MUITA variedade.  Ótima localização, viabilizando andar em todo  Centro sem a necessidade de transporte.  Quero voltar com toda certeza!"
dez. de 2020,5,Simpatia e comodidade no coraçao de gramado,"Ficamos hospedados em Dezembro, no quarto com varanda que tem uma vista linda da rua principal. Arrumaçao, limpeza/higienização imprecáveis. Sem contar a cordialidade de TODOS os funcionários do hotel, todos sempre de bom humor e uma boa vontade nota dez pra nos ajudar sempre que precisávamos. Quem fica no Fiorezi tem mais a vantagem de estar de fato quase que na rua principal (rua Borges de Medeiros) e ao acordar pro cafe da manhã praticamente temos um café colonial, com muitas coisas e alimentos para todos os gostos. E uma dica: peçam conselhos de bons restaurantes à Fabiana, uma graça e faz um chimarrão ótimo!!"
dez. de 2020,5,Prévia de lua de mel,"O hotel em si é ótimo, os funcionários são bastante receptivos. Nada a reclamar, somente agradecer pela receptividade.  Gramado, parece um sonho que tornou-se realidade. Lugar maravilhoso.  Recomendarei aos amigos que vim para cá. Obrigada!"
dez. de 2020,5,Perfeição,"Fui muito bem recebida. Minha estadia foi ótima. Os funcionários atenciosos, tudo limpo, organizado. A comida excelente. Recomendo o hotel de olhos fechados sem medo de errar. Muito obrigada a todos!!"
dez. de 2020,5,Viagem imperdível,"Imaginem um hotel onde tudo é perfeito? Desde a chegada até a partida. É o hotel Fioreze.Quero parabenizar toda equipe de funcionários pelo excepcional atendimento. Eu já me hospedei em vários hotéis, nacionalmente e internacionalmente, e nunca recebi um tratamento que tenha chegado perto. As instalações são lindas, localização então, simplesmente perfeita. Obrigado pelo mimo e pelo carinho dado ao fim da nossa hospedagem. Com certeza, o Fioreze será sempre a opção para uma próxima ida a Gramado."
dez. de 2020,3,Um dia em Gramado,"Hotel bem localizado. Tivemos um problema no chuveiro a noite não aquecia. Funcionários muito atenciosos, dispostos e cordiais. Quarto com tv, frigobar e Wi-Fi gratuito. Garagem cobrada a parte. Dentro do centro turístico de Gramado."
dez. de 2020,5,"Hotel acolhedor, confortável, maravilhoso . Café da manhã delicioso.","Eh a segunda vez q vamos ao hotel Fioreze centro , cada experiência supera a outra. Equipe muito atenciosa e acolhedora. Café da manhã delicioso. Instalações super confortáveis. Quartos limpos. Roupa de cama ótima. Hotel excelente, super indico."
dez. de 2020,5,Melhor experiencia possivel,"Tivemos a melhor experiência possível nesse hotel maravilhoso. Desde a chegada até a partida. quarto perfeito, café da manhã perfeito. funcionários maravilhosos que auxiliam em tudo oque vc precisar.  Enfim, melhor hotel que já fiquei hospedado na vida.  E quando voltarmos para Gramado com certeza ficaremos no Fioreze Centro.  Super Super recomendo."
dez. de 2020,5,Um dos melhores que já me hospedei,"Tenho muitos elogios, mas o que mais me impressionou foi a cordialidade, proatividade, educação e gentileza dos empregados. Eu nunca fui tão bem tratada e você percebe que não é algo forçado, é natural. Várias vezes fui surpreendida e parecia que eles já sabiam o que eu ia perguntar ou pedir. Me senti em casa.  O hotel é super bem localizado, fiz quase tudo a pé, mini mundo, jardim do amor, Hard Rock, Pizzaria Porto cara de mau, rua torta, casa da velha bruxa, fonte do amor eterno, lago negro....  O quarto tem um tamanho adequado, cama extremamente confortável. No café da manhã tem um saxofonista tocando aos sábados e o buffet é de babar de tanta coisa gostosa e tem inclusive uma parte sem glúten e lactose. No terreo tem uma cozinha completa que você pode fazer uso e uma mesinha numa saleta fofa onde você pode comer uma refeição caso tenha trazido de algum restaurante. Não procure outro hotel, sem dúvida esse foi o único hotel de todas as minhas avaliações que eu não tenho contras pra falar."
dez. de 2020,5,Hotel Fioreze Centro,"Perfeito; atendimento eficiente, rápido, sempre de bom humor, comida deliciosa feita no próprio hotel é uma variedade imensa de opções pro seu café da manhã ,funcionários maravilhosos fora o ambiente incrível!!!"
dez. de 2020,5,HOTEL EXCELENTE,"Adorei o hotel!! Quartos aconchegantes, funcionários atenciosos, comida maravilhosa e quentinha, sem falar da localização perfeita com saída para o centro. Com certeza voltarei e recomendo para todos!"
dez. de 2020,5,Excelente hotel,"Fizemos uma viagem de 5 dias com a família e alguns amigos. Foi fantástica nossa estadia no Hotel Fioreze Centro. Todos os funcionários são muito gentis, prestativos ao extremo! Fomos tratados com muito carinho por todos! As dependências do hotel são excelentes, quarto aconchegante, café da manhã maravilhoso! Com certeza, no próximo retorno a Gramado, já temos o nosso hotel favorito! Obrigada por tudo!"
dez. de 2020,5,Excelente,"O hotel tem excelente atendimento, limpo, bem localizado, chuveiro excelente, só quarto pequeno, mas ñ vi problema. Super recomendo. Café maravilhoso. Bem no centro de Gramado. Atendentes super simpáticos."
dez. de 2020,5,Hospedagem Fioreze Centro,"Fomos recepcionados pela equipe Fioreze com excelência e cordialidade. Nos deixaram extremamente tranquilos em relação aos cuidados que tomam devido ao Covid-19.  Em todos os momentos foram atenciosos sem ser invasivos.  Refeições, acomodações e localização excelentes.  Saímos satisfeitos e certamente voltaremos."
dez. de 2020,4,"Quartos pequenos, barulho","Pontos positivos: café da manhã, limpeza e cordialidade de 99% dos funcionários  Pontos negativos: Fiquei em um quarto no primeiro andar EXTREMAMENTE pequeno, o menor quarto de hotel que já fiquei, para se ter idéia custei a acomodar duas malas grandes e para passar entre a cama e o móvel da tv só era possível se andassemos de lado! A partir de umas 08:00h da manhã até umas 11:00h esqueça de descansar e dormir! Começam as faxinas nos aptos e o barulho é insuportável, principalmente de móveis arrastando, ninguém procura isso em um hotel! Gostaria de deixar exposto minha insatisfação com um fato desagradável que ocorreu: cheguei de um passeio por volta das 18:00h com meu marido e passamos pela recepção do hotel, tomamos uma água e seguimos em direção ao nosso quarto no primeiro andar quando a funcionária Fabiana correu atrás de nós e nos abordou. A princípio achei que era para perguntar se haviamos agendado o café da manhã mas a mesma disse: qual o quarto de vocês? Respondemos qual era e descaradamente ela nos disse que estava procurando outro casal. RIDÍCULA a atitude e desconfortável, claramente a funcionária desconfiou de nós e ainda deu uma desculpa muito ruim. Situações como essa devem ser claramente evitadas em um hotel tão conceituado. Lamentável"
dez. de 2020,5,Excelente!,"Hotel maravilhoso, desde a recepção, acomodação, café da manhã, super bem localizado e o principal foi o atendimento nota 10! Ficaremos sempre nesse hotel, adoramos o atendimento e a cordialidade de todos os funcionários! Sempre que formos a Gramado, com certeza nossa escolha será Hotel Fioreze!"
dez. de 2020,4,Bom hotel,"O forte do hotel é o atendimento, todos são muito prestativos e educados, o tratamento é quase que personalizado!!  O quarto é minúsculo e olha que me disseram que eu tive um upgrade na minha acomodação 👀  O café da manhã é gostoso, os doces são muito bons, entretanto, faltou um diferencial nas comidas salgadas!"
dez. de 2020,5,Atendimento excepcional!!!,"Hotel com atendimento muito, mas muito bom. Café da manhã delicioso, muitas frutas frescas, suco natural e bastante variedade de pães e bolos. O hotel fica no coração de gramado, perto de tudo. Há ainda uma copa baby, que funciona 24h, uma pequena cozinha para facilitar a vida de quem está com crianças ou bebês, me ajudou muito. O quarto é pequeno, cama e chuveiro bons. Voltaria sem dúvida."
dez. de 2020,5,Hotel perfeito! Localização Excelente!,O que mais me surpreendeu neste hotel foi a cordialidade dos funcionários. Localização excelente. Café da manhã maravilhoso. Super indico esse hotel para casais com ou sem filhos. Excelente! Nota mil!
dez. de 2020,5,Hotel excelente,Hotel extraordinário! Bem no meio das principais ruas de Gramado.  Funcionários educados e prestativos. Café da manhã muito bom e diversificado. Possui estacionamento com manobristas. Nada a reclamar do hotel. Recomendo a todos.
dez. de 2020,5,Maravilhoso Hotel,"Este hotel ,e Maravilhoso,principalmente os funcionários ,todos muitos educados é mesmo um tratamento com excelência ! A limpeza ,e localização ,tudo bem perto de tudo ,restaurantes rua coberta ,e tudo mais lindo que a cidade oferece ,fiquei encantada com as pessoas gentis ,e a cidade que realmente e Maravilhosa ."
dez. de 2020,4,"Confortável, ótima localização","Localização perfeita, muito próximo à rua coberta e da principal rua da cidade. Confortável mas o quanto poderia ser melhor. Café da manhã excelente, muito acima da média, mas não tem restaurante para outras refeições."
